,id,instruction,response,test_list,instruction_en
43,44,"একটি প্রদত্ত স্ট্রিং এর সংখ্যা এবং তাদের অবস্থান পৃথক এবং মুদ্রণ করার জন্য একটি ফাংশন লিখুন।
Example:
num_position(text)","import re
def num_position(text):
    for m in re.finditer(""\d+"", text):
        return m.start()","""['assert num_position(\""there are 70 flats in this apartment\"")==10', 'assert num_position(\""every adult have 32 teeth\"")==17', 'assert num_position(\""isha has 79 chocolates in her bag\"")==9']""",Enter a function to separate and print for a given string's number and their position.
44,45,"প্রদত্ত টুপলগুলিকে সেটে রূপান্তর করার জন্য একটি ফাংশন লিখুন।
Example:
tuple_to_set(t)","def tuple_to_set(t):
    s = set(t)
    return (s) ","""[\""assert tuple_to_set(('x', 'y', 'z') ) == {'y', 'x', 'z'}\"", \""assert tuple_to_set(('a', 'b', 'c') ) == {'c', 'a', 'b'}\"", \""assert tuple_to_set(('z', 'd', 'e') ) == {'d', 'e', 'z'}\""]""",Write a function to convert a set to a given set.
45,46,"একটি নির্দিষ্ট পাঠ্যের সবচেয়ে সাধারণ উপাদান এবং তাদের গণনা খুঁজে পেতে একটি ফাংশন লিখুন।
Example:
most_common_elem(s,a)","from collections import Counter 
def most_common_elem(s,a):
    most_common_elem=Counter(s).most_common(a)
    return most_common_elem","""[\""assert most_common_elem('lkseropewdssafsdfafkpwe',3)==[('s', 4), ('e', 3), ('f', 3)] \"", \""assert most_common_elem('lkseropewdssafsdfafkpwe',2)==[('s', 4), ('e', 3)]\"", \""assert most_common_elem('lkseropewdssafsdfafkpwe',7)==[('s', 4), ('e', 3), ('f', 3), ('k', 2), ('p', 2), ('w', 2), ('d', 2)]\""]""",Write a function to find the most common elements of a given string and count them.
46,47,"সবচেয়ে ছোট শব্দের দৈর্ঘ্য খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Example:
len_log(list1)","def len_log(list1):
    min=len(list1[0])
    for i in list1:
        if len(i)<min:
            min=len(i)
    return min","""['assert len_log([\""win\"",\""lose\"",\""great\""]) == 3', 'assert len_log([\""a\"",\""ab\"",\""abc\""]) == 1', 'assert len_log([\""12\"",\""12\"",\""1234\""]) == 2']""",Write the shortest word length to find a Python function.
47,48,"একটি টুপেলের একটি আইটেম পেতে একটি ফাংশন লিখুন।
Example:
get_item(tup1,index)","def get_item(tup1,index):
    item = tup1[index]
    return item","""['assert get_item((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""),3)==(\\'e\\')', 'assert get_item((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""),-4)==(\\'u\\')', 'assert get_item((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""),-3)==(\\'r\\')']""",Enter a function to get an item in a table.
48,49,"একটি ফাংশন লিখুন যা প্রদত্ত টিপল তালিকার ভিত্তিতে টিপলের মোট সংখ্যা সাজায়।
Example:
sort_list(test_list)","def count_digs(tup):
    return sum([len(str(ele)) for ele in tup ]) 
def sort_list(test_list):
    test_list.sort(key = count_digs)
    return (str(test_list))","""[\""assert sort_list([(3, 4, 6, 723), (1, 2), (12345,), (134, 234, 34)] ) == '[(1, 2), (12345,), (3, 4, 6, 723), (134, 234, 34)]'\"", \""assert sort_list([(3, 4, 8), (1, 2), (1234335,), (1345, 234, 334)] ) == '[(1, 2), (3, 4, 8), (1234335,), (1345, 234, 334)]'\"", \""assert sort_list([(34, 4, 61, 723), (1, 2), (145,), (134, 23)] ) == '[(1, 2), (145,), (134, 23), (34, 4, 61, 723)]'\""]""",Write a function that arranges the total number of tiles on the basis of a given list.
49,50,"প্রদত্ত বছরের জন্য চীনা রাশিচক্রের চিহ্ন প্রদর্শন করার জন্য একটি ফাংশন লিখুন।
Example:
chinese_zodiac(year)","def chinese_zodiac(year):
    if (year - 2000) % 12 == 0:
        sign = 'Dragon'
    elif (year - 2000) % 12 == 1:
        sign = 'Snake'
    elif (year - 2000) % 12 == 2:
        sign = 'Horse'
    elif (year - 2000) % 12 == 3:
        sign = 'sheep'
    elif (year - 2000) % 12 == 4:
        sign = 'Monkey'
    elif (year - 2000) % 12 == 5:
        sign = 'Rooster'
    elif (year - 2000) % 12 == 6:
        sign = 'Dog'
    elif (year - 2000) % 12 == 7:
        sign = 'Pig'
    elif (year - 2000) % 12 == 8:
        sign = 'Rat'
    elif (year - 2000) % 12 == 9:
        sign = 'Ox'
    elif (year - 2000) % 12 == 10:
        sign = 'Tiger'
    else:
        sign = 'Hare'
    return sign","""[\""assert chinese_zodiac(1997)==('Ox')\"", \""assert chinese_zodiac(1998)==('Tiger')\"", \""assert chinese_zodiac(1994)==('Dog')\""]""",Enter a function to display the given year for the Chinese zodiac sign.
50,51,"একটি ফাংশন লিখুন যাতে দুটি তালিকার মধ্যে একই রকম সূচকের সর্বোচ্চ সংখ্যা পাওয়া যায়।
Example:
max_similar_indices(test_list1, test_list2)","def max_similar_indices(test_list1, test_list2):
    res = [(max(x[0], y[0]), max(x[1], y[1]))
    for x, y in zip(test_list1, test_list2)]
    return (res) ","""['assert max_similar_indices([(2, 4), (6, 7), (5, 1)],[(5, 4), (8, 10), (8, 14)]) == [(5, 4), (8, 10), (8, 14)]', 'assert max_similar_indices([(3, 5), (7, 8), (6, 2)],[(6, 5), (9, 11), (9, 15)]) == [(6, 5), (9, 11), (9, 15)]', 'assert max_similar_indices([(4, 6), (8, 9), (7, 3)],[(7, 6), (10, 12), (10, 16)]) == [(7, 6), (10, 12), (10, 16)]']""",Write a function so that the maximum number of indexes of the same type is available in two lists.
51,52,"ncr mod p এর মান গণনা করার জন্য একটি ফাংশন লিখুন।
Example:
nCr_mod_p(n, r, p)","def nCr_mod_p(n, r, p): 
	if (r > n- r): 
		r = n - r 
	C = [0 for i in range(r + 1)] 
	C[0] = 1 
	for i in range(1, n + 1): 
		for j in range(min(i, r), 0, -1): 
			C[j] = (C[j] + C[j-1]) % p 
	return C[r] ","""['assert nCr_mod_p(10, 2, 13) == 6', 'assert nCr_mod_p(11, 3, 14) == 11', 'assert nCr_mod_p(18, 14, 19) == 1']""",Enter a function for calculating the value of ncr mod p.
52,53,"একটি পাইথন ফাংশন লিখুন যাতে স্বতন্ত্র উপাদানগুলির সাথে উপসেটগুলির সর্বনিম্ন সংখ্যা খুঁজে পাওয়া যায়।
Example:
subset(ar, n)","def subset(ar, n): 
    res = 0
    ar.sort() 
    for i in range(0, n) : 
        count = 1
        for i in range(n - 1): 
            if ar[i] == ar[i + 1]: 
                count+=1
            else: 
                break 
        res = max(res, count)  
    return res ","""['assert subset([1, 2, 3, 4],4) == 1', 'assert subset([5, 6, 9, 3, 4, 3, 4],7) == 2', 'assert subset([1, 2, 3 ],3) == 1']""",Write a Python function to find the minimum number of subsets with separate elements.
53,54,"একটি ফাংশন লিখুন যা লাভের পরিমাণ দেয় যদি প্রদত্ত পরিমাণে লাভ থাকে অন্যথায় কোনটিই ফেরত দেয় না।
Example:
profit_amount(actual_cost,sale_amount)","def profit_amount(actual_cost,sale_amount): 
    if(actual_cost > sale_amount):
        amount = actual_cost - sale_amount
        return amount
    else:
        return None","""['assert profit_amount(1500,1200)==300', 'assert profit_amount(100,200)==None', 'assert profit_amount(2000,5000)==None']""",Write a function that returns the amount of profit if there is a profit in the given amount otherwise it does not return any.
54,55,"একটি ফাংশন লিখুন, যেটা দিয়ে আমরা জানতে পারি যে, প্রদত্ত সংখ্যাটি প্রচুর পরিমাণে আছে কিনা।
Example:
is_abundant(n)","def is_abundant(n):
    fctrsum = sum([fctr for fctr in range(1, n) if n % fctr == 0])
    return fctrsum > n","""['assert is_abundant(12)==True', 'assert is_abundant(13)==False', 'assert is_abundant(9)==False']""",Write a function that tells us whether the given number is abundant.
55,56,"রেজেক্স ব্যবহার করে বড় অক্ষরে প্রদত্ত স্ট্রিংকে বিভক্ত করার জন্য একটি ফাংশন লিখুন।
Example:
split_list(text)","import re
def split_list(text):
    return (re.findall('[A-Z][^A-Z]*', text))","""['assert split_list(\""LearnToBuildAnythingWithGoogle\"") == [\\'Learn\\', \\'To\\', \\'Build\\', \\'Anything\\', \\'With\\', \\'Google\\']', 'assert split_list(\""ApmlifyingTheBlack+DeveloperCommunity\"") == [\\'Apmlifying\\', \\'The\\', \\'Black+\\', \\'Developer\\', \\'Community\\']', 'assert split_list(\""UpdateInTheGoEcoSystem\"") == [\\'Update\\', \\'In\\', \\'The\\', \\'Go\\', \\'Eco\\', \\'System\\']']""",Write a function for dividing a given string using regex greater than character.
56,57,"ডানদিকের সেট বিটের অবস্থান পেতে একটি পাইথন ফাংশন লিখুন।
Example:
get_First_Set_Bit_Pos(n)","import math
def get_First_Set_Bit_Pos(n):
    return math.log2(n&-n)+1","""['assert get_First_Set_Bit_Pos(12) == 3', 'assert get_First_Set_Bit_Pos(18) == 2', 'assert get_First_Set_Bit_Pos(16) == 5']""",Enter a Python function to get the position of the right set of bits.
57,58,"একটি পূর্ণসংখ্যাকে রোমান সংখ্যায় রূপান্তর করার জন্য একটি ফাংশন লিখুন।
Example:
int_to_roman( num)","def int_to_roman( num):
    val = [1000, 900, 500, 400,100, 90, 50, 40,10, 9, 5, 4,1]
    syb = [""M"", ""CM"", ""D"", ""CD"",""C"", ""XC"", ""L"", ""XL"",""X"", ""IX"", ""V"", ""IV"",""I""]
    roman_num = ''
    i = 0
    while  num > 0:
        for _ in range(num // val[i]):
            roman_num += syb[i]
            num -= val[i]
        i += 1
    return roman_num","""['assert int_to_roman(1)==(\""I\"")', 'assert int_to_roman(50)==(\""L\"")', 'assert int_to_roman(4)==(\""IV\"")']""",Write a function for converting a whole number to Roman numerals.
58,59,"একটি তালিকা গড় খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Example:
Average(lst)","def Average(lst): 
    return sum(lst) / len(lst) ","""['assert Average([15, 9, 55, 41, 35, 20, 62, 49]) == 35.75', 'assert Average([4, 5, 1, 2, 9, 7, 10, 8]) == 5.75', 'assert Average([1,2,3]) == 2']""",Write a Python function to find a list.
59,60,"টাইলিং সমস্যা সমাধানের জন্য একটি ফাংশন লিখুন।
Example:
get_noOfways(n)","def get_noOfways(n):
    if (n == 0):
        return 0;
    if (n == 1):
        return 1; 
    return get_noOfways(n - 1) + get_noOfways(n - 2);","""['assert get_noOfways(4)==3', 'assert get_noOfways(3)==2', 'assert get_noOfways(5)==5']""",Write a tailing problem solver for a function.
60,61,"একটি রোমান সংখ্যাকে একটি পূর্ণসংখ্যায় রূপান্তর করার জন্য একটি ফাংশন লিখুন।
Example:
roman_to_int(s)","def roman_to_int(s):
    rom_val = {'I': 1, 'V': 5, 'X': 10, 'L': 50, 'C': 100, 'D': 500, 'M': 1000}
    int_val = 0
    for i in range(len(s)):
        if i > 0 and rom_val[s[i]] > rom_val[s[i - 1]]:
            int_val += rom_val[s[i]] - 2 * rom_val[s[i - 1]]
        else:
            int_val += rom_val[s[i]]
    return int_val","""[\""assert roman_to_int('MMMCMLXXXVI')==3986\"", \""assert roman_to_int('MMMM')==4000\"", \""assert roman_to_int('C')==100\""]""",Write a function to convert a Roman numeral to an integer.
61,62,"l এবং r এর মধ্যে সমস্ত সম প্রাকৃতিক সংখ্যার যোগফল খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Example:
sum_Even(l,r)","def sum_Natural(n): 
    sum = (n * (n + 1)) 
    return int(sum) 
def sum_Even(l,r): 
    return (sum_Natural(int(r / 2)) - sum_Natural(int((l - 1) / 2))) ","""['assert sum_Even(2,5) == 6', 'assert sum_Even(3,8) == 18', 'assert sum_Even(4,6) == 10']""",Write a Python function to find the sum of all natural numbers between l and r.
62,63,"ডিসক্রিমিন্যান্ট মান গণনা করার জন্য একটি ফাংশন লিখুন।
Example:
discriminant_value(x,y,z)","def discriminant_value(x,y,z):
    discriminant = (y**2) - (4*x*z)
    if discriminant > 0:
        return (""Two solutions"",discriminant)
    elif discriminant == 0:
        return (""one solution"",discriminant)
    elif discriminant < 0:
        return (""no real solution"",discriminant)","""['assert discriminant_value(4,8,2)==(\""Two solutions\"",32)', 'assert discriminant_value(5,7,9)==(\""no real solution\"",-131)', 'assert discriminant_value(0,0,9)==(\""one solution\"",0)']""",Write the discrete value to calculate for a function.
